Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000260179,AL162741.1,0.001413276272560975,0.4172176472378055,0.8776485989377442,0.0010979075432400978,-0.12998060186377458,1.0,0.0,1.2512666738676863,1.0
ENSG00000160087,UBE2J2,0.26286938669634136,-0.04836245272165862,0.9808578199095283,0.2821622386127051,0.14777990974801836,0.6963393380241175,0.17516551283669687,-0.6143476461623123,0.8848685013363077
ENSG00000230415,LINC01786,0.0010599572044207315,0.5103270516292877,0.8836422595702023,0.0,-2.393015007697569,0.255093288529905,0.006869235797517525,3.8362291745888433,0.2792910441461993
ENSG00000162572,SCNN1D,0.0024732334769817063,-1.297027870428317,0.15576690534020632,0.0058555068972805215,0.6944478335527693,0.5586724478870391,0.01373847159503505,1.9882322680338937,0.3655583721140734
ENSG00000131584,ACAP3,0.05229122208475608,-1.3473200249593829,1.1384874668514371e-05,0.12150176811857083,0.7834233007034173,0.013206702296043434,0.2472924887106309,1.5311981489776625,0.04852324002041427
ENSG00000169972,PUSL1,0.04946466953963413,-0.17455003138846514,0.7274468695344678,0.059652976516045314,0.34982715280530563,0.3834861195689309,0.020607707392552573,-1.1893059175182943,0.5206086335538918
ENSG00000127054,INTS11,0.2066916548620426,-0.23547440232237893,0.5435170716102812,0.247029197229022,0.25520502731326333,0.46435857947396175,0.2095116918242845,-0.09488957607365744,1.0
ENSG00000224051,CPTP,0.06677730387850607,0.4267404213563122,0.2538018336992296,0.04903987026472437,-0.41773743710880096,0.2646792993305311,0.0549538863801402,-0.0011204877665988988,1.0
ENSG00000169962,TAS1R3,0.002119914408841463,-0.5567871442292507,0.674185944140015,0.0029277534486402607,0.19194749302358716,0.9556359436472156,0.006869235797517525,1.9293385789803255,0.5494448398561552
ENSG00000107404,DVL1,0.03815845935914633,-0.11380604637254788,0.8629532901531705,0.03915870237556349,-0.041849691585110094,1.0,0.06182312217765772,0.7443066851478046,0.5460118914453931
ENSG00000162576,MXRA8,0.0024732334769817063,2.095289552350444,0.09944659109989501,0.0003659691810800326,-1.8080525069764128,0.17948991358098268,0.0,1.0813416724253742,1.0
ENSG00000175756,AURKAIP1,0.6423340658789632,-0.22869919613469275,0.5334745023836333,0.8033023524706716,0.400826128810475,0.17805832604950794,0.27820404979945973,-1.3620062228768464,0.3176579901470324
ENSG00000221978,CCNL2,0.25226981465213405,-0.1861233827982054,0.674185944140015,0.2558124575749428,-0.14474395453551625,0.7281239461371454,0.5804504248902308,1.19509120519599,0.10545238101033369
ENSG00000242485,MRPL20,0.6359743226524388,-0.014940485349061783,1.0,0.6854602761629011,0.1942588874419895,0.6041679485368735,0.24042325291311337,-1.4421221177389807,0.2792910441461993
ENSG00000272455,AL391244.3,0.003533190681402438,0.09528955235044201,1.0,0.002561784267560228,-0.6154074290340166,0.6488119442470726,0.010303853696276287,2.081341672425375,0.4081806837622961
ENSG00000235098,ANKRD65,0.00035331906814024377,-2.605150165790649,0.017724344925200922,0.004391630172960391,2.892387211164679,0.005754153865983793,0.0,0.4439117518100826,1.0
ENSG00000225285,LINC01770,0.0,-0.9047104476495562,1.0,0.0,-0.8080525069764128,1.0,0.0034346178987587623,5.251266673867687,0.2792910441461993
ENSG00000215915,ATAD3C,0.009892933907926825,1.145915625420411,0.06883223834019289,0.004757599354040424,-0.858678580046381,0.19885951466814472,0.0,-1.1410507489110744,0.7163630534512676
ENSG00000160072,ATAD3B,0.054411136493597544,-0.1043194733417172,0.8851954331108844,0.05123568535120456,-0.2534636552987761,0.5878577113106642,0.1270808622540742,1.2946230430620695,0.12993042781499292
ENSG00000197785,ATAD3A,0.056531050902439005,-0.32868107169840854,0.42132788198883286,0.07099802112952633,0.2914831665745008,0.4672145175925469,0.072126975873934,0.2390230781129401,0.955069467575573
ENSG00000205090,TMEM240,0.001766595340701219,1.0952895523504438,0.49942009394246945,0.0003659691810800326,-1.6154074290340166,0.28881535527791613,0.0034346178987587623,2.4439117518100835,0.682822774078828
ENSG00000160075,SSU72,0.6002890967702742,0.12011256531431935,0.7821798066545472,0.5807930903740117,0.02485170254154956,1.0,0.28507328559697726,-1.0389716444338628,0.5084376818809156
ENSG00000215014,AL645728.1,0.1589935806631097,0.33107259368086694,0.3668173953824147,0.11125463104832992,-0.6025109866401905,0.05254726953172596,0.26790019610318344,0.9947145878323482,0.22967759640852656
ENSG00000228594,FNDC10,0.016959315270731704,-1.4295519559331424,5.9479887560396446e-05,0.05013777780796447,1.6000322316606637,3.756109564757821e-06,0.010303853696276287,-1.2878921372403447,0.5414263160949004
ENSG00000272106,AL691432.2,0.021905782224695115,-0.3703740199983683,0.4451870222930422,0.02781365776208248,0.2689094748384715,0.6474610069969458,0.03434617898758762,0.5917572197814769,0.7955483098349398
ENSG00000197530,MIB2,0.2413169235397865,0.9470880290652492,0.0005813104816403913,0.11235253859157,-1.1015988004939534,6.176964683708475e-05,0.24385787081187213,0.4684504281235111,0.6271359064793623
ENSG00000189409,MMP23B,0.04875803140335364,2.6906686690169375,4.549451273882269e-12,0.0058555068972805215,-2.900498755741009,2.0161007851285983e-12,0.020607707392552573,-0.2175028093489466,1.0
ENSG00000248333,CDK11B,0.1628800904126524,-0.08638440777094969,0.8822746881797648,0.16578403902925476,-0.036786455186688105,1.0,0.24042325291311337,0.563385860200964,0.541402009701358
ENSG00000272004,FO704657.1,0.003533190681402438,1.2327930761003767,0.26058187070366545,0.0014638767243201304,-0.9455560307263475,0.38099827380007073,0.0,0.3443760782591685,1.0
ENSG00000189339,SLC35E2B,0.07879015219527437,-0.033993464594523015,1.0,0.0717299594916864,-0.27346352877037683,0.5170234451352727,0.16486165914042059,1.1517310003167722,0.17871922286241335
ENSG00000008128,CDK11A,0.19397216840899384,0.2184377831233082,0.5901970715945754,0.14675364161309307,-0.5079399973439154,0.10137824988747342,0.3537656435721525,1.0584048611482155,0.17581971536671231
ENSG00000215790,SLC35E2A,0.0395717356317073,0.17400152836448424,0.7572538571374894,0.031839318753962835,-0.3930150076975698,0.38191421038759094,0.06525774007641648,0.9293385789803241,0.38805889840553076
ENSG00000008130,NADK,0.07773019499085364,-2.8120361797538753,6.398311311470165e-26,0.5917721658064127,2.82403738888368,9.158551662984132e-28,0.13738471595035048,-1.2351023728032642,0.40156940475379194
ENSG00000078369,GNB1,0.41267667158780474,-1.0225590371818394,7.671422950016877e-05,0.8947946477406797,1.1489481631636946,4.692345934337626e-06,0.31255022878704736,-1.0445521609398998,0.5051404690472252
ENSG00000231050,AL109917.1,0.003533190681402438,-0.030241329733416755,1.0,0.003659691810800326,0.0664166109397275,1.0,0.0034346178987587623,0.8589492510889274,1.0
ENSG00000169885,CALML6,0.0,-1.4896729483707123,0.7118803407903607,0.0003659691810800326,0.19194749302358716,1.0,0.0034346178987587623,4.251266673867687,0.3841054411667572
ENSG00000178821,TMEM52,0.007066381362804876,1.0281753564919063,0.24494685167204305,0.0021958150864801957,-1.6445537746935335,0.03007471117993629,0.01373847159503505,1.8183072665915816,0.3780663311478344
ENSG00000142609,CFAP74,0.0010599572044207315,2.095289552350444,0.2472710390647759,0.0,-1.8080525069764128,0.43416978435102305,0.0,2.2512666738676863,1.0
ENSG00000187730,GABRD,0.0007066381362804875,0.6802520530715999,0.7879514547206038,0.0003659691810800326,-0.3930150076975689,1.0,0.0,2.2512666738676863,1.0
ENSG00000067606,PRKCZ,0.04805139326707315,1.3859667132533655,0.0001945812549671291,0.011345044613481011,-2.1389693850910305,3.05562588405994e-08,0.08243082957021029,1.5028054408636513,0.11284161364125717
ENSG00000271806,AL590822.2,0.0038865097495426816,-0.22663854253691973,0.9019622079544108,0.0029277534486402607,-0.8080525069764128,0.4427425106956925,0.020607707392552573,2.736693501037929,0.13595553221333911
ENSG00000182873,PRKCZ-AS1,0.001766595340701219,0.09528955235044378,1.0,0.0010979075432400978,-0.8080525069764128,0.6033439328647062,0.006869235797517525,2.666304173146531,0.39204620052032174
ENSG00000162585,FAAP20,0.38193791265960353,-0.13128735325108298,0.7579400820054646,0.4366012330284789,0.24110710564290905,0.49024148417770586,0.2472924887106309,-0.7105595972257168,0.7876027340389045
ENSG00000157933,SKI,0.06359743226524388,-0.2628455556939233,0.5640201626905081,0.06697236013764597,-0.1236943390163443,0.82433470647873,0.16486165914042059,1.3581818777841987,0.10488682073658741
ENSG00000116151,MORN1,0.006359743226524388,-0.18034489026298495,0.9251996574405689,0.00695341444052062,0.05444396927365158,1.0,0.010303853696276287,1.003339160424102,0.7192541095542966
ENSG00000157916,RER1,0.4720342750353657,-0.2281484275945569,0.5399960188529095,0.5789632444686116,0.34162341368500426,0.27323552360960646,0.3091156108882886,-0.7521971814358847,0.7418612379770332
ENSG00000157911,PEX10,0.04027837376798779,-0.0704476521284354,0.9743662057827359,0.04464824009176398,0.2155987610882315,0.6488119442470726,0.020607707392552573,-0.8301216529729682,0.7827264874657992
ENSG00000149527,PLCH2,0.011659529248628045,1.2758617979922633,0.07438474894283853,0.0014638767243201304,-2.9455560307263484,8.525994007184306e-05,0.03434617898758762,2.4627707790613993,0.0871327134561548
ENSG00000224387,AL139246.1,0.00035331906814024377,-0.4896729483707123,1.0,0.0003659691810800326,-0.3930150076975689,1.0,0.0034346178987587623,3.666304173146531,0.451061369879612
ENSG00000157881,PANK4,0.03533190681402438,-0.4461713097341269,0.32121101199545715,0.042818394186363816,0.052222729356973474,1.0,0.0996039190640041,1.3899729446992786,0.1380024285226318
ENSG00000197921,HES5,0.0010599572044207315,0.5103270516292877,0.9156584388790536,0.0007319383621600652,-0.22309000625525677,1.0,0.0,1.6663041731465302,1.0
ENSG00000272449,AL139246.5,0.3155139278492377,0.3276679300302152,0.32874932157575437,0.24666322804794197,-0.3459467540407908,0.2885962769069797,0.29537713929325354,0.07950032560120723,1.0
ENSG00000238164,TNFRSF14-AS1,0.03639186401844511,-0.3023028124689908,0.5049517404512169,0.046112116816084105,0.34774216563101135,0.40036651820777286,0.03434617898758762,-0.13479175843939117,1.0
ENSG00000157873,TNFRSF14,0.5861563340446645,0.02076760908413189,1.0,0.5862826280902123,0.02072308140360135,1.0,0.49801959532002055,-0.23044983396418028,1.0
ENSG00000228037,AL139246.3,0.014839400861890239,2.199626212165178,7.582452567912397e-05,0.0021958150864801957,-2.524259540975822,1.7903446074769602e-05,0.010303853696276287,0.6365568297524788,0.9707998394340339
ENSG00000157870,FAM213B,0.04769807419893291,0.49625186641756436,0.21303190249033047,0.03220528793504287,-0.5611377665058965,0.13791121587650676,0.04808465058262267,0.3508023474186013,0.8937780129987158
ENSG00000142606,MMEL1,0.012012848316768288,-0.4478527726760859,0.4378492583347972,0.0179324898729216,0.6658786813559994,0.19331927408230687,0.0034346178987587623,-1.1410507489110735,0.6774251795229188
ENSG00000215912,TTC34,0.008126338567225607,-0.22663854253691973,0.8008166062653728,0.00988116788916088,0.29886269694009915,0.71742844896923,0.006869235797517525,0.1638038326173472,1.0
ENSG00000162591,MEGF6,0.01589935806631097,0.03388900768629988,1.0,0.00988116788916088,-1.0450917042772625,0.05390694800634835,0.06869235797517524,2.45375953776643,0.021807889543636296
ENSG00000238260,AL513320.1,0.001766595340701219,0.09528955235044378,1.0,0.0010979075432400978,-0.8080525069764128,0.619648814749315,0.006869235797517525,2.666304173146531,0.40116320885378365
ENSG00000158109,TPRG1L,0.1324946505525914,0.3100284011434562,0.39943999128629915,0.10905881596184971,-0.23150925923322863,0.5616899441778226,0.08586544746896906,-0.44489838917307933,1.0
ENSG00000116213,WRAP73,0.09080300051204265,-0.2422113464573803,0.5668653837126354,0.10905881596184971,0.2611310581695876,0.48887374189776295,0.09273468326648658,-0.060319476798216254,1.0
ENSG00000078900,TP73,0.0,-0.9047104476495562,1.0,0.0,-0.8080525069764128,1.0,0.0034346178987587623,5.251266673867687,0.2792910441461993
ENSG00000235169,SMIM1,0.01307280552118902,-0.1162145528432692,0.9276986997530441,0.0157366747864414,0.40345159821729837,0.5039218064982416,0.0,-2.088583329016939,0.3630839727820976
ENSG00000130764,LRRC47,0.10599572044207313,-0.5102945589867987,0.11044761216603267,0.15663480950225395,0.5704591162773167,0.0605179038941423,0.0996039190640041,-0.3516177348507319,1.0
ENSG00000272153,AL365330.1,0.0,-0.9047104476495562,1.0,0.0,-0.8080525069764128,1.0,0.0034346178987587623,5.251266673867687,0.2792910441461993
ENSG00000116198,CEP104,0.08197002380853656,-0.7058602201804529,0.020045345415810253,0.13833635044825232,0.7356337181662238,0.011859598075347874,0.09273468326648658,-0.19640697389343842,1.0
ENSG00000169598,DFFB,0.03745182122286584,0.32896189855289304,0.48690468422654803,0.02781365776208248,-0.4601292035561064,0.2821258105635429,0.04808465058262267,0.6424574311921631,0.6249244502534
ENSG00000198912,C1orf174,0.12366167384908533,0.12435201795290629,0.7889884237368291,0.1189399838510106,0.013198641194267946,1.0,0.06182312217765772,-0.9016852489709115,0.6451207476804843
ENSG00000236423,LINC01134,0.001413276272560975,-0.7527073542045066,0.6338676546657896,0.0029277534486402607,1.0399443995785376,0.4417361856792373,0.0,0.5508269557265937,1.0
ENSG00000284703,AL805961.2,0.0007066381362804875,0.6802520530715999,0.7879514547206038,0.0003659691810800326,-0.3930150076975689,1.0,0.0,2.2512666738676863,1.0
ENSG00000196581,AJAP1,0.0056531050902439,2.182752393600783,0.012418268660685803,0.0010979075432400978,-1.895515348226752,0.039924717525551594,0.0,-0.07066142101967543,1.0
ENSG00000236948,AL365255.1,0.0010599572044207315,2.095289552350444,0.2472710390647759,0.0,-1.8080525069764128,0.43416978435102305,0.0,2.2512666738676863,1.0
ENSG00000131697,NPHP4,0.009186295771646338,-1.2995700649907702,0.003076101838536313,0.023056058408042052,1.1044846517732472,0.01028608329886792,0.024042325291311336,0.7594135775380124,0.7224986105675675
ENSG00000069424,KCNAB2,0.23743041379024382,-0.7664564415666264,0.005539130339028539,0.40366400673127595,0.6711153297221459,0.014505978411838167,0.4087195299522927,0.3637414031260995,0.7187245107418865
ENSG00000116254,CHD5,0.0,-1.4896729483707123,0.7844564258355342,0.0003659691810800326,0.19194749302358716,1.0,0.0034346178987587623,4.251266673867687,0.3780663311478344
ENSG00000116251,RPL22,12.067259453261887,0.7625129678201166,0.0032776913002921858,7.601545860213357,-0.5562673231926647,0.042147433644351216,2.527878773486449,-1.9684141276332003,0.1085480427735976
ENSG00000226944,AL031847.1,0.00035331906814024377,1.0952895523504438,0.674185944140015,0.0,-0.8080525069764128,1.0,0.0,3.2512666738676863,1.0
ENSG00000158286,RNF207,0.009539614839786582,0.31768197368689055,0.7530009180486275,0.006221476078360554,-0.7255903467844407,0.3230911368609979,0.020607707392552573,1.5667684995956161,0.3495645208729801
ENSG00000116237,ICMT,0.04487152165381096,-0.3965635439792319,0.32628810824545845,0.06367863750792567,0.5878761693547254,0.08736424317521839,0.01717308949379381,-1.4021755647362362,0.4419410469542497
ENSG00000225077,LINC00337,0.0007066381362804875,0.6802520530715999,0.7879514547206038,0.0003659691810800326,-0.3930150076975689,1.0,0.0,2.2512666738676863,1.0
ENSG00000158292,GPR153,0.003179871613262194,0.6098627251802,0.674185944140015,0.0021958150864801957,-0.32262567980617085,0.9466615838167584,0.0,0.2512666738676863,1.0
ENSG00000097021,ACOT7,0.03215203520076219,1.5313886671571169,0.0001485741111578634,0.010247137070240912,-1.5499843540359688,0.00017471779768732102,0.01717308949379381,-0.07066142101967543,1.0
ENSG00000271746,AL031848.2,0.013779443657469508,1.8322551465166494,0.0009775966542066128,0.0029277534486402607,-2.0643922602361986,0.0003168604572957706,0.010303853696276287,0.6663041731465311,0.9625178969244139
ENSG00000069812,HES2,0.001766595340701219,0.6802520530715999,0.7138206351632842,0.0007319383621600652,-1.0304449283128605,0.5405587880087175,0.0034346178987587623,2.251266673867687,0.7109901919160102
ENSG00000187017,ESPN,0.006359743226524388,1.758254565072873,0.03668470712494434,0.0,-4.393015007697569,1.9330992353512277e-05,0.01717308949379381,2.588301661145258,0.14080968429584156
ENSG00000215788,TNFRSF25,0.3381263482102133,1.9493228486360619,5.053259088598032e-13,0.023422027589122086,-3.9631042319371956,2.618466987138667e-37,0.6869235797517524,1.9051388841089942,0.0024117595390047157
ENSG00000171680,PLEKHG5,0.004239828817682926,1.2107667697703803,0.31882196974650917,0.0003659691810800326,-2.895515348226752,0.009409978345601202,0.01373847159503505,2.765839846697446,0.22139436946475385
ENSG00000162408,NOL9,0.08126338567225608,-0.2128327430118886,0.6571053683032446,0.08673469591596773,-0.037356055497657525,1.0,0.16486165914042059,0.9956117983994903,0.25289280505415024
ENSG00000173662,TAS1R1,0.00035331906814024377,1.0952895523504438,0.674185944140015,0.0,-0.8080525069764128,1.0,0.0,3.2512666738676863,1.0
ENSG00000204859,ZBTB48,0.06395075133338413,-0.789233230229621,0.013276214883661932,0.1134504461348101,0.7792313056548639,0.011895054016732113,0.08586544746896906,0.009191886669539517,1.0
ENSG00000162413,KLHL21,0.04628479792637193,-0.9047104476495567,0.003957461180280199,0.08929648018352795,0.8901806927010787,0.0034988094471441584,0.06525774007641648,0.01860591707741177,1.0
ENSG00000116273,PHF13,0.016959315270731704,0.15541054478801453,0.8474392118175095,0.014272798062121271,-0.29347933414665484,0.6503223128591337,0.024042325291311336,0.7918350552303899,0.7238286541270724
ENSG00000041988,THAP3,0.07384368524131095,0.13005497051111936,0.8045521976532163,0.0684362368619661,-0.08001214258969114,0.9174844622729216,0.05838850427889896,-0.21180352183295836,1.0
ENSG00000007923,DNAJC11,0.04239828817682925,-0.6368989015538911,0.0670932065122791,0.06660639095656594,0.5887062585841214,0.08362937462862939,0.06182312217765772,0.25602020383832214,0.943800363209847
ENSG00000228750,LINC01672,0.00035331906814024377,1.0952895523504438,0.674185944140015,0.0,-0.8080525069764128,1.0,0.0,3.2512666738676863,1.0
ENSG00000284744,AL591163.1,0.0,-1.4896729483707123,0.6856321387514415,0.0007319383621600652,1.7769099937447432,0.3860831662129364,0.0,2.6663041731465302,1.0
ENSG00000237436,CAMTA1-DT,0.001413276272560975,-0.7527073542045066,0.6338676546657896,0.002561784267560228,0.6069849923024311,0.7483012254537018,0.0034346178987587623,1.6663041731465311,0.8598633973665123
ENSG00000171735,CAMTA1,0.2155246315655487,-0.3928332719433272,0.22354641665029096,0.3015586052099469,0.5515228748288175,0.05408132129472903,0.1099077727602804,-1.1911742283369098,0.42910579225238543
ENSG00000270035,AL359881.2,0.0,-0.9047104476495562,1.0,0.0003659691810800326,1.1919474930235872,0.6488119442470726,0.0,3.2512666738676863,1.0
ENSG00000049245,VAMP3,0.0992826581474085,-1.5725140173083674,3.4123266414838986e-09,0.3198570642639485,1.721912716270327,2.8959145717815988e-11,0.072126975873934,-1.4642273899956946,0.2992059987969389
ENSG00000049246,PER3,0.02155246315655487,-0.6087256200144768,0.17084429693855255,0.0325712571161229,0.49397603047324434,0.27599339075689266,0.037780796886346384,0.5978244352637638,0.7616141307044466
ENSG00000236266,Z98884.1,0.0024732334769817063,0.7733614574630803,0.612663988856304,0.0010979075432400978,-0.977977508418725,0.43279806549787087,0.0034346178987587623,1.7918350552303908,0.831785767490324
ENSG00000049247,UTS2,0.07843683312713412,0.3883948120720513,0.2962840031627627,0.06367863750792567,-0.20233144608846,0.6490524605826103,0.024042325291311336,-1.3817285232752705,0.4120033810865653
ENSG00000049249,TNFRSF9,0.007419700430945119,-0.14571854715335153,0.9385378798772809,0.008783260345920783,0.31224172674129846,0.6898282916059132,0.0034346178987587623,-0.27229528218932586,1.0
ENSG00000116288,PARK7,1.2673554974190544,-0.0033880763958227256,1.0,1.3778739667663227,0.231560989540871,0.4993386592539502,0.2610309603056659,-2.3260640550254075,0.05653241331821626
ENSG00000284747,AL034417.4,0.001413276272560975,-0.904710447649558,0.5551209325753775,0.0021958150864801957,-0.0006975849188091132,1.0,0.010303853696276287,2.7918350552303908,0.27914278727947284
ENSG00000284716,AL034417.3,0.002119914408841463,2.9026444744080475,0.04355438679049391,0.0,-2.6154074290340166,0.09104613749684386,0.0,1.4439117518100826,1.0
ENSG00000116285,ERRFI1,0.004593147885823169,-0.004246121200472075,1.0,0.004391630172960391,-0.1076127888353211,0.9976425190523064,0.006869235797517525,1.1357894564477506,0.7890044298953395
ENSG00000238290,AL034417.2,0.00035331906814024377,-0.4896729483707123,1.0,0.0003659691810800326,-0.3930150076975689,1.0,0.0034346178987587623,3.666304173146531,0.45084572649547205
ENSG00000162426,SLC45A1,0.0024732334769817063,0.5103270516292877,0.77939495524665,0.0014638767243201304,-0.6560494135313633,0.6476125205361478,0.0034346178987587623,1.6663041731465311,0.8476709094772191
ENSG00000142599,RERE,0.1589935806631097,-0.5244383665313896,0.09136916866205626,0.2155558476561392,0.28277647122360206,0.4223242573700348,0.3537656435721525,0.9293385789803248,0.25292553761926895
ENSG00000232912,AL096855.1,0.002119914408841463,-0.9047104476495571,0.4155899013951006,0.004391630172960391,0.8923872111646789,0.3920029191259636,0.0034346178987587623,1.003339160424102,0.9926178738282573
ENSG00000228423,AL357552.2,0.0,-0.9047104476495562,1.0,0.0003659691810800326,1.1919474930235872,0.6488119442470726,0.0,3.2512666738676863,1.0
ENSG00000074800,ENO1,1.4047966149256093,-0.6571909810768426,0.014772501128358392,2.378433707839132,0.8299200676639731,0.0011326121313035777,0.6869235797517524,-1.4524819793039807,0.2792910441461993
ENSG00000230679,ENO1-AS1,0.019079229679573165,0.7891864246247637,0.12899019628159722,0.009515198708080848,-1.0073613151998195,0.038498743899456005,0.024042325291311336,0.911416670983062,0.5873304462258248
ENSG00000131686,CA6,0.010952891112347558,2.7733614574630803,0.0008094891853879212,0.0,-4.977977508418725,3.2808554305512627e-06,0.01373847159503505,1.5731947687550498,0.46915933444042873
ENSG00000197241,SLC2A7,0.00035331906814024377,1.0952895523504438,0.674185944140015,0.0,-0.8080525069764128,1.0,0.0,3.2512666738676863,1.0
ENSG00000142583,SLC2A5,0.00282655254512195,0.26521455379275594,0.9791975278277691,0.0021958150864801957,-0.32262567980617085,0.9797770607433307,0.0034346178987587623,1.3443760782591694,0.862107313365024
ENSG00000180758,GPR157,0.014839400861890239,1.0621226884152435,0.04078509218337794,0.00695341444052062,-0.9779775084187259,0.07821016830888393,0.006869235797517525,-0.11796713579803253,1.0
ENSG00000228526,MIR34AHG,0.00035331906814024377,1.0952895523504438,0.674185944140015,0.0,-0.8080525069764128,1.0,0.0,3.2512666738676863,1.0
ENSG00000234546,LINC01759,0.0,-0.9047104476495562,1.0,0.0003659691810800326,1.1919474930235872,0.6488119442470726,0.0,3.2512666738676863,1.0
