Feature,Normalized.Dispersion
ENSG00000204624,-0.6037992085206577
ENSG00000284708,2.9078430495388536
ENSG00000116661,-0.42548900518667915
ENSG00000132879,2.8280229334882754
ENSG00000116663,-2.209762084346823
ENSG00000116670,-0.999251702951028
ENSG00000162490,-0.5540086179224901
ENSG00000177674,0.015408355892229384
ENSG00000215910,nan
ENSG00000177000,-0.25931144205588397
ENSG00000011021,-0.4528369081028176
ENSG00000242349,-1.115918335207682
ENSG00000116685,-1.0753924457012638
ENSG00000083444,-0.768706134412337
ENSG00000116688,-0.10628649343106607
ENSG00000116691,-1.2693374532945423
ENSG00000120949,-0.004567826446650507
ENSG00000028137,1.9795517603318042
ENSG00000048707,2.8327572883530188
ENSG00000229484,nan
ENSG00000162496,1.946269912908506
ENSG00000272482,nan
ENSG00000116731,1.1262521449731866
ENSG00000189337,2.8919996706782376
ENSG00000175147,nan
ENSG00000171729,-1.7885605754696137
ENSG00000142621,2.8013170284159936
ENSG00000233485,nan
ENSG00000228140,-0.2954056222372122
ENSG00000142634,1.3210457095618897
ENSG00000162438,-0.7256138185365901
ENSG00000142615,nan
ENSG00000132906,-1.9424873305662134
ENSG00000116138,1.2162570598870803
ENSG00000272510,nan
ENSG00000116771,-0.15502104142015027
ENSG00000237301,0.6984208766138511
ENSG00000197312,2.092005898387432
ENSG00000271742,-1.6754661508017843
ENSG00000116786,0.06944792760485706
ENSG00000162461,0.6868545339537429
ENSG00000162458,2.1558237679072243
ENSG00000233954,-1.133959018349352
ENSG00000179743,0.5311330175469595
ENSG00000065526,1.3069754658797224
ENSG00000116809,0.7227483777546981
ENSG00000173641,nan
ENSG00000142627,-0.268094391586429
ENSG00000234166,nan
ENSG00000142632,0.46317037267485345
ENSG00000132881,-1.0017136073341952
ENSG00000037637,-0.12738652946140705
ENSG00000055070,-0.6648923814144659
ENSG00000187144,1.6698687889752595
ENSG00000157191,-0.2719730452964742
ENSG00000226029,1.3742218418318826
ENSG00000261135,-0.7907756367489218
ENSG00000233421,nan
ENSG00000219481,0.02692951619563839
ENSG00000058453,2.8003942994103386
ENSG00000228549,2.508512433739142
ENSG00000238142,-1.8180847713396817
ENSG00000272426,4.368865207166009
ENSG00000159363,0.526047644286211
ENSG00000117118,-2.030688613956117
ENSG00000117115,-1.229987992101241
ENSG00000159339,1.8231093626323311
ENSG00000276747,-1.4947538155476359
ENSG00000179051,-1.000161524264404
ENSG00000074964,-1.9472224454768388
ENSG00000159423,2.5773266503402996
ENSG00000169991,1.0442837679680663
ENSG00000127481,1.1174793342253977
ENSG00000230424,-0.06088583683376742
ENSG00000127463,1.286237706119418
ENSG00000053372,-0.6898530581170604
ENSG00000162482,3.8689975919220796
ENSG00000053371,-1.6645754391372718
ENSG00000040487,-1.0000216559995738
ENSG00000077549,-1.039301268653426
ENSG00000235185,nan
ENSG00000173436,-1.5456789697078326
ENSG00000158747,-0.33770351293524814
ENSG00000162542,1.6808637407528815
ENSG00000169914,0.5396939905493076
ENSG00000117215,-1.380595744383397
ENSG00000158786,nan
ENSG00000227066,-1.1241055520346952
ENSG00000187980,-0.5744147390416287
ENSG00000225986,-1.4203923146465873
ENSG00000162543,3.998686498388807
ENSG00000162545,-0.33530675264113796
ENSG00000090432,-1.9567243987988487
ENSG00000158825,0.10231910507948414
ENSG00000158828,-0.7501313604101475
ENSG00000117242,0.11068615345051747
ENSG00000244038,-1.823044930171934
ENSG00000117245,-1.396098769252631
ENSG00000189410,nan
ENSG00000233069,nan
ENSG00000127483,0.8177696484145662
ENSG00000075151,0.3134907791318115
ENSG00000117298,2.6273518959892836
ENSG00000236936,nan
ENSG00000231105,-0.6244951839175256
ENSG00000142794,0.45438773431414525
ENSG00000162551,nan
ENSG00000090686,0.3956281524751736
ENSG00000187942,-0.15033483979777046
ENSG00000142798,3.622047530974689
ENSG00000228397,0.7674470113760998
ENSG00000070831,-0.953797061184001
ENSG00000271840,0.3530741295933358
ENSG00000162552,nan
ENSG00000184677,1.35361737757019
ENSG00000173372,35.955154149041775
ENSG00000159189,9.077450600293176
ENSG00000173369,28.331970471231802
ENSG00000133216,-1.6864993185806274
ENSG00000227868,nan
ENSG00000004487,-0.45773215135907275
ENSG00000169641,1.0617172546004927
ENSG00000261326,0.9584549129407167
ENSG00000284726,1.5591147608174503
ENSG00000125944,-0.922871769052378
ENSG00000125945,-0.5946939705868356
ENSG00000249087,-0.03401235122026474
ENSG00000271420,nan
ENSG00000204219,0.3492741239924234
ENSG00000088280,-1.0556807530083334
ENSG00000007968,-1.634965488473503
ENSG00000235052,8.912024244902785
ENSG00000117318,5.12296206631939
ENSG00000197880,0.09562504345361324
ENSG00000142676,-1.1620586832631665
ENSG00000011007,0.25739813480224627
ENSG00000236810,-0.9000996866821311
ENSG00000057757,-0.6129544961634859
ENSG00000011009,-0.7601518617258964
ENSG00000117308,0.16076590489287973
ENSG00000117305,-1.4137619853913528
ENSG00000179163,-1.4237662038348577
ENSG00000188822,1.8973197919221652
ENSG00000189266,-0.44774365590013343
ENSG00000188529,2.067508444607332
ENSG00000142661,nan
ENSG00000185436,0.3901260987901924
ENSG00000001460,1.9598406710068978
ENSG00000001461,5.607813375948051
ENSG00000117602,2.696124863612308
ENSG00000264443,-1.0225795780381175
ENSG00000184454,nan
ENSG00000133226,-0.2475664772525234
ENSG00000169504,-1.1309824519586984
ENSG00000020633,1.494747258661631
ENSG00000261025,0.14676411847209647
ENSG00000233755,1.035717658999644
ENSG00000231953,-0.30106911724707053
ENSG00000117614,0.15409158146756016
ENSG00000284657,2.889080746850162
ENSG00000117616,0.2826268956674174
ENSG00000272432,-0.04061753286829938
ENSG00000187010,-1.0965552959359115
ENSG00000183726,-1.4698143484088755
ENSG00000188672,-0.3933704407285391
ENSG00000204178,0.21265607176696533
ENSG00000157978,4.5697925441543985
ENSG00000225643,-0.6797496545649195
ENSG00000117643,1.7541816068850395
ENSG00000233478,7.840573793705586
ENSG00000162430,-1.641516008166766
ENSG00000228172,-0.00021458985815584565
ENSG00000117640,-0.533180679835096
ENSG00000127423,-0.24390303720569326
ENSG00000236528,0.7285200551404641
ENSG00000182749,-1.5339701782094783
ENSG00000117632,3.9732142756616398
ENSG00000158006,2.0801532484623246
ENSG00000158008,nan
ENSG00000158014,1.964711731634572
ENSG00000158022,nan
ENSG00000175087,-1.0518263665726666
ENSG00000197245,-3.0401514504049105
ENSG00000142684,-1.3357189968406276
ENSG00000142675,3.2496708754073187
ENSG00000130695,-0.1740448776905588
ENSG00000142669,-0.5653769292602414
ENSG00000158062,2.0208153730372205
ENSG00000169442,-0.8526384157649218
ENSG00000176092,0.7091430521310883
ENSG00000176083,0.35559689328044664
ENSG00000131914,nan
ENSG00000117682,-0.31445937074004915
ENSG00000225891,nan
ENSG00000198830,-0.8357513104185837
ENSG00000117676,-1.3455077186156255
ENSG00000260063,1.0793474458618624
ENSG00000117713,0.1378508970309026
ENSG00000060642,-0.8691975246520683
ENSG00000204160,0.20021521862692668
ENSG00000175793,1.1115518569156
ENSG00000142751,-0.7970383212265074
ENSG00000198746,-0.11205630860482799
ENSG00000090273,-1.4807831979039299
ENSG00000175707,-1.0553529584839079
ENSG00000253368,-1.2939866967641682
ENSG00000158246,-1.0991596321754984
ENSG00000090020,-0.37653412478418935
ENSG00000142784,-0.33306114848356105
ENSG00000186501,-1.0900385521940672
ENSG00000142765,0.4215391420657378
ENSG00000142733,-0.09571575319976855
ENSG00000142748,nan
ENSG00000181773,nan
ENSG00000158195,0.4233194009636535
ENSG00000241169,nan
ENSG00000237429,-0.7541405587543312
ENSG00000126705,1.919921121593377
ENSG00000000938,2.197625288041522
ENSG00000233975,nan
ENSG00000126709,1.6279108094650385
ENSG00000225886,nan
ENSG00000009780,-0.28885861774694616
ENSG00000117758,-0.7197197437764049
ENSG00000117751,-1.6176020652043748
ENSG00000130775,-0.4844059873105994
ENSG00000117748,-1.7995039081444735
ENSG00000130768,1.867320698953368
ENSG00000158156,-1.4542688012035827
ENSG00000158161,2.148132698713385
ENSG00000169403,0.12339657294996999
ENSG00000126698,-1.1823952136575486
ENSG00000130770,-0.6901517952495078
ENSG00000270605,-0.34141264392410897
ENSG00000271398,2.534775914865955
ENSG00000130766,0.27616063055543494
ENSG00000130772,-0.69363371478394
ENSG00000204138,0.5682424069332161
ENSG00000180198,-0.9109180883788683
ENSG00000180098,-0.4079967508801923
ENSG00000197989,0.5799348077007875
ENSG00000120656,-2.196274190926982
ENSG00000188060,-1.3231330166385942
ENSG00000229388,0.7139395059252713
ENSG00000270103,0.12837604972790304
ENSG00000162419,1.347507524678532
ENSG00000198492,-0.6724278054882602
ENSG00000116329,5.450276570948587
ENSG00000233427,nan
ENSG00000159023,4.3406319264085225
ENSG00000253304,nan
ENSG00000225750,nan
ENSG00000116350,-0.561868935046672
ENSG00000116353,-0.6829305738297913
ENSG00000060656,0.22895199708710992
ENSG00000233372,nan
ENSG00000162510,2.5322450800496945
ENSG00000186056,1.4501541098518658
ENSG00000162511,-0.8640672609235228
ENSG00000223382,nan
ENSG00000162512,-2.108017483172436
ENSG00000134644,1.4593341583032693
ENSG00000084628,nan
ENSG00000060688,-1.3968010761223741
ENSG00000121766,-0.555852602475098
ENSG00000229044,nan
ENSG00000121769,-0.6425125032406174
ENSG00000168528,-2.215395492787731
ENSG00000142910,nan
ENSG00000162517,-1.500954041239399
ENSG00000235790,-0.08309431925592445
ENSG00000264078,0.06707272210286502
ENSG00000084636,nan
ENSG00000121753,0.4063516953802473
ENSG00000134668,nan
ENSG00000203620,-0.6492002895558815
ENSG00000269967,-1.0202253847777796
ENSG00000184007,-0.6296929203479658
ENSG00000228634,1.6962195668437645
ENSG00000121774,-1.1831905119598247
ENSG00000203325,-0.07203597208298115
ENSG00000121775,-0.6719990671013514
ENSG00000025800,0.5317110538588716
ENSG00000084652,-0.17399484748973365
ENSG00000160050,-0.5588599481826655
ENSG00000224066,0.9006938494670511
ENSG00000160051,0.7464897104397906
ENSG00000222046,nan
ENSG00000160055,-0.38033923706086764
ENSG00000084623,-1.6840225174516852
ENSG00000183615,-0.5443887810604291
ENSG00000182866,1.1388266493531478
ENSG00000116478,-0.6700657375499075
ENSG00000175130,1.5920052471634734
ENSG00000233775,nan
ENSG00000162526,-0.8521133369755174
ENSG00000225828,2.18549236931461
ENSG00000160058,2.790680854052998
ENSG00000273274,0.26245852374407136
ENSG00000160062,1.6071106637779302
ENSG00000176261,-0.5545652725641501
ENSG00000162521,-0.4280020488759707
ENSG00000162520,1.5472432527375086
ENSG00000162522,-0.9958724915826476
ENSG00000134684,-1.212898466194028
ENSG00000116497,1.2614165150000094
ENSG00000160097,4.804472232538411
ENSG00000121905,nan
ENSG00000116514,-1.3690055464652193
ENSG00000236065,nan
ENSG00000004455,-1.7276271548312674
ENSG00000142920,-0.12128456745370109
ENSG00000116525,-1.2813686244020719
ENSG00000284721,nan
ENSG00000160094,-1.3346896571112605
ENSG00000270115,nan
ENSG00000134686,-0.9203546902110609
ENSG00000121903,0.022878176292139497
ENSG00000163866,-1.6051486814757727
ENSG00000187513,3.5297599586793127
ENSG00000116544,-0.8222832045887425
ENSG00000284773,-0.4121618800240809
ENSG00000271741,1.8704314913182
ENSG00000243749,0.89365728666581
ENSG00000163867,1.264715816768187
ENSG00000197056,0.6485193804084878
ENSG00000116560,0.7170868892491038
ENSG00000146463,-0.1801814421929919
ENSG00000142687,1.5541182224873735
ENSG00000020129,-0.6434406691214489
ENSG00000239636,-0.026286420354347143
ENSG00000116819,-1.7312860648400903
ENSG00000126067,-1.6731905895048713
ENSG00000142686,-1.9944483846244598
ENSG00000092853,2.4040700680633607
ENSG00000232335,nan
ENSG00000134698,-0.940537573084094
ENSG00000092847,0.0891654285408513
ENSG00000271914,-0.8043725770686152
ENSG00000126070,4.458848701880644
ENSG00000271554,nan
ENSG00000092850,nan
ENSG00000116863,-0.33067261437374285
ENSG00000171812,-1.810454392404553
ENSG00000054116,-1.1278837785730014
ENSG00000116871,0.038737438179578254
ENSG00000054118,0.3961895310016043
ENSG00000214193,3.0391323261890038
ENSG00000142694,-1.1428010848286267
ENSG00000116883,-0.1433664421101028
ENSG00000196182,-0.30308897128936313
ENSG00000181817,-1.397949863032839
ENSG00000116885,-0.3749384039864904
ENSG00000116898,-1.951159048418738
ENSG00000119535,7.017173462900982
ENSG00000163873,nan
ENSG00000233621,-0.24789983233686277
ENSG00000163874,4.147587377444571
ENSG00000163875,-0.6111769646527441
ENSG00000163877,-0.14189155847827783
ENSG00000163879,nan
ENSG00000134697,-0.07389064886415087
ENSG00000116922,-0.6461612162249174
ENSG00000134690,-0.11113723244831754
ENSG00000185090,-0.6593032888019492
ENSG00000196449,-1.851993580057953
ENSG00000197982,-1.046200675431249
ENSG00000188786,-0.38985487973967026
ENSG00000230955,-0.5661418528367747
ENSG00000204084,0.48145909080456534
ENSG00000183431,-0.46403687843059793
ENSG00000183386,-1.661879493836298
ENSG00000183520,-1.822993010136512
ENSG00000185668,3.8002439782296427
ENSG00000238063,nan
ENSG00000284632,nan
ENSG00000116954,-2.0158312268017995
ENSG00000228436,-1.7567839494450608
ENSG00000214114,-1.444083222238049
ENSG00000274944,nan
ENSG00000158315,nan
ENSG00000174574,-1.329378566935078
ENSG00000168653,-0.9733820260592743
ENSG00000127603,4.920477501141295
ENSG00000183682,nan
ENSG00000090621,0.20313565895639882
ENSG00000163909,nan
ENSG00000116983,1.1239322050188683
ENSG00000084072,-0.9720264136159684
ENSG00000116985,-1.4802014679214388
ENSG00000198754,-1.6282050403618313
ENSG00000261798,-0.073125932140489
ENSG00000284719,-1.0388050678525116
ENSG00000284678,-4.031191894308939
ENSG00000043514,-1.2590014687026794
ENSG00000116990,-2.28176876154062
ENSG00000236546,-4.847467367039141
ENSG00000168389,-1.6043767812615213
ENSG00000131236,-0.6797541060949306
ENSG00000131238,0.03877904102867261
ENSG00000117000,1.177181977900985
ENSG00000259943,-0.25734697410654594
ENSG00000084073,-1.6987094433964736
ENSG00000049089,0.03806969665539718
ENSG00000084070,0.3363591103388689
ENSG00000284677,1.2904868459496175
ENSG00000187801,-1.0617833698462447
ENSG00000187815,-1.1679352512691807
ENSG00000238287,-0.8362985842626992
ENSG00000164002,-0.11237509172282428
ENSG00000117010,-0.7386304042145257
ENSG00000117016,1.3629150775243586
ENSG00000272145,0.3792262844666667
ENSG00000066136,-0.2968918494312586
ENSG00000117013,nan
ENSG00000179862,0.9043929980536074
ENSG00000171793,0.6127607680380789
ENSG00000281207,1.16482684651994
ENSG00000171790,nan
ENSG00000010803,2.539725037635734
ENSG00000204060,2.264440580112971
ENSG00000127124,-0.9173205117742451
ENSG00000198815,0.5395415949693175
ENSG00000177181,nan
ENSG00000066185,-0.14259288677479046
ENSG00000127125,-1.0054753280908288
ENSG00000186409,0.10143688631612563
ENSG00000171960,-1.4895697008493483
ENSG00000234917,nan
ENSG00000065978,-1.0685119146842672
ENSG00000164007,4.908763040460274
ENSG00000117385,1.7658222536069588
ENSG00000164008,-0.4768259440332462
ENSG00000283580,0.2835011634651489
ENSG00000274386,nan
ENSG00000177868,-1.7870571066371186
ENSG00000164010,0.25146235385436316
ENSG00000228192,4.770784361584884
ENSG00000164011,-0.6724640652418148
ENSG00000117394,0.44560350692986683
ENSG00000227533,3.0022041853516677
ENSG00000117395,-1.3494975416323898
ENSG00000243710,-2.2453128705927194
ENSG00000253313,nan
ENSG00000066056,-0.5982757065713267
ENSG00000234694,-1.1369452265082984
ENSG00000117399,2.5037166195662692
ENSG00000066322,-0.7836652553493445
ENSG00000159479,-1.604041774880235
ENSG00000198198,1.3211292085254254
ENSG00000178922,0.16965875735724348
ENSG00000142949,2.012240154810868
ENSG00000284989,3.4010092039132727
ENSG00000066135,0.919234539805906
ENSG00000236200,0.19345005065714657
ENSG00000126091,0.2980153851710576
ENSG00000229444,nan
ENSG00000117407,nan
ENSG00000237950,-1.0467762980823434
ENSG00000117408,-1.2633539887651772
ENSG00000132768,-0.04904140110297844
ENSG00000117410,0.6142076752842578
ENSG00000117411,2.100500281815204
ENSG00000159214,-1.6401668315317586
ENSG00000196517,-1.2726498085446276
ENSG00000230615,1.2417284613133914
ENSG00000178028,0.3131484699935951
ENSG00000117419,-0.5820185315125014
ENSG00000187147,-0.3930817492586581
ENSG00000126106,-0.47278115726864517
ENSG00000198520,1.6062854022644932
ENSG00000142945,-0.8815504590809183
ENSG00000225721,-0.7254587095408142
ENSG00000142937,-1.0572160621226423
ENSG00000142959,-0.7899825548414662
ENSG00000173846,4.477310661303714
ENSG00000188396,-1.4430417801861537
ENSG00000222009,0.7992600008601283
ENSG00000117425,0.7028417609858298
ENSG00000070785,-0.25862298985372045
ENSG00000126107,-0.16537750032065687
ENSG00000126088,-1.451053629321259
ENSG00000162415,-0.7548911792814973
ENSG00000281912,-0.2208334227442605
ENSG00000186603,1.8261290385371534
ENSG00000132781,0.8616331331781455
ENSG00000132773,0.06630581214534002
ENSG00000070759,-0.7734983259490106
ENSG00000280670,1.0276046495988451
ENSG00000132763,0.9286850167999935
ENSG00000117450,-0.7573176110446579
ENSG00000117448,-0.249796183945974
ENSG00000132780,0.39601182237645444
ENSG00000159588,0.7683218595706196
ENSG00000159592,-0.39307703376143754
ENSG00000159596,-1.0651595038401842
ENSG00000197429,0.6288095007047914
ENSG00000086015,-1.7288111213383281
ENSG00000117461,0.19773504893966032
ENSG00000227857,-0.7535496648836443
ENSG00000117472,nan
ENSG00000085998,1.649115040550984
ENSG00000171357,-0.37264892064367106
ENSG00000085999,0.8325947837819541
ENSG00000132128,-0.33618965195943296
ENSG00000173660,-1.2426707343659273
ENSG00000117481,0.34772865628417066
ENSG00000117480,0.7034809837484086
ENSG00000197587,nan
ENSG00000282881,nan
ENSG00000269956,nan
ENSG00000079277,0.32296058625846796
ENSG00000142961,2.681792563807095
ENSG00000123472,-0.9374481951601128
ENSG00000186118,4.9520598053539615
ENSG00000159658,-0.6877570946081821
ENSG00000224805,2.1455561110749914
ENSG00000162366,3.7026823452142765
ENSG00000162367,6.259961917219675
ENSG00000123473,0.19865996032254662
ENSG00000162368,-0.8901068946016139
ENSG00000237424,-0.48389158708359326
ENSG00000186564,0.6322644602587756
ENSG00000117834,-0.7748380721112728
ENSG00000272491,-0.3701879741484611
ENSG00000132122,-1.1187963574825317
ENSG00000162373,0.009086928396045874
ENSG00000162374,-0.125506965630321
ENSG00000185104,0.09692278788537857
ENSG00000123080,0.6617785427952432
ENSG00000203356,nan
ENSG00000123091,-0.24101962804391305
ENSG00000236434,0.8863668783775126
ENSG00000085831,1.9750316286265177
ENSG00000261664,0.9618724227129615
ENSG00000085832,0.46946040268578637
ENSG00000238140,nan
ENSG00000227070,nan
ENSG00000117859,0.6631405495766468
ENSG00000078618,0.008440799085141126
ENSG00000266993,0.14853175243228306
ENSG00000272175,-0.49067118298139545
ENSG00000169213,-0.9587549624932923
ENSG00000117862,-1.8109292854883026
ENSG00000198841,-0.18883234244901934
ENSG00000134717,-1.949201532242814
ENSG00000157077,1.818309337123498
ENSG00000154222,-0.528964401828862
ENSG00000272100,nan
ENSG00000085840,-0.15438200908279498
ENSG00000134748,0.06388878746013468
ENSG00000134744,4.132552790903129
ENSG00000272371,nan
ENSG00000116157,-0.7020617452646555
ENSG00000182183,1.1857811625267016
ENSG00000162377,-0.5615720874810254
ENSG00000162378,-1.2346659013774808
ENSG00000203995,-0.4552912146066944
ENSG00000121310,2.4293096295799996
ENSG00000116171,-1.4526283024881141
ENSG00000174348,1.6617719571716585
ENSG00000162383,-0.8535658324455765
ENSG00000157184,0.5081105266112544
ENSG00000236723,1.0080687017009047
ENSG00000162384,-1.4835934815535465
ENSG00000259818,3.769732882315661
ENSG00000162385,-1.4155412802816352
ENSG00000226754,-0.4326335943694928
ENSG00000157193,2.7793979795748367
ENSG00000225675,1.6824694198455932
ENSG00000230138,-0.8211423542983001
ENSG00000058804,0.75000489824886
ENSG00000058799,-1.1501107350845574
ENSG00000211452,nan
ENSG00000081870,-1.098864576582991
ENSG00000116212,-1.1839911778835936
ENSG00000116209,-0.9336360967874023
ENSG00000116205,1.7440407376452303
ENSG00000256407,nan
ENSG00000215883,-0.4786922321640861
ENSG00000116221,-1.4194394536565174
ENSG00000157216,0.3260216116211683
ENSG00000198711,-0.8164687617601684
ENSG00000225632,-0.6129610836913685
ENSG00000162390,-1.9612055272700752
ENSG00000184313,0.9953815500011077
ENSG00000243725,-0.268463348663649
ENSG00000162396,-0.7754872721180164
ENSG00000006555,-0.6640216108700483
ENSG00000162398,-0.11550320460095236
ENSG00000116133,-1.0146546241042163
ENSG00000233203,nan
ENSG00000162399,nan
ENSG00000162402,1.879104434163525
ENSG00000231090,-0.1276027433234889
ENSG00000162407,0.5716021827647655
ENSG00000173406,0.6995432595121389
ENSG00000162600,1.8676614559646452
ENSG00000184292,-1.0649147773828553
ENSG00000162601,0.744115745705775
ENSG00000177606,-0.8994190935995475
ENSG00000234807,-1.2929558109141206
ENSG00000232453,-0.7570916526015166
ENSG00000237352,-0.024508562704797794
ENSG00000270457,nan
ENSG00000172456,-0.7824626301115226
ENSG00000134709,1.4177445898184982
ENSG00000134716,0.7771305001046158
ENSG00000162599,-0.2496463052299517
ENSG00000162604,-0.3013527478430967
ENSG00000271200,4.227953256858538
